src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,flags,label,attack_cat,timestamp,flow_id
203.0.139.144,10.0.168.214,55224,3306,HTTPS,197,83297,5.7045014962115825,ACK,1,Exploits,2025-11-06 07:57:49.277507,flow_002141
192.168.125.83,8.8.4.8,53102,53,UDP,2,429,0.0821965799183963,,0,Normal,2025-11-06 07:02:23.277509,flow_002143
192.168.253.41,10.0.77.247,54428,993,TCP,225,10178,23.918720951607682,"FIN,ACK",0,Normal,2025-11-06 17:59:06.277513,flow_002146
192.168.91.92,8.8.4.8,54672,53,UDP,10,179,0.08115811325347766,,0,Normal,2025-11-06 05:43:04.277514,flow_002147
192.168.221.26,10.0.95.74,60886,25,TCP,104,2766,1.2649827207692135,"PSH,ACK",0,Normal,2025-11-06 19:20:08.277516,flow_002148
192.168.116.46,10.0.95.246,52892,993,TCP,247,8189,50.91936202834092,ACK,0,Normal,2025-11-06 12:25:08.277517,flow_002149
203.0.85.126,10.0.105.136,16222,80,UDP,8319,907869,4.054223263366138,RST,1,DoS,2025-11-06 18:49:02.277519,flow_002151
203.0.72.21,10.0.65.215,64562,80,TCP,2581,890138,2.2305386956408775,"SYN,ACK",1,DoS,2025-11-06 18:15:03.277520,flow_002152
192.168.205.155,8.8.8.8,63926,53,UDP,2,386,0.6872445387440246,,0,Normal,2025-11-06 09:03:59.277522,flow_002153
192.168.60.181,10.0.204.254,55349,25,TCP,216,4560,21.385910943054235,"PSH,ACK",0,Normal,2025-11-06 12:24:25.277524,flow_002155
192.168.82.63,8.8.89.111,51399,80,TCP,98,30420,6.125444299474561,"PSH,ACK",0,Normal,2025-11-06 19:39:19.277526,flow_002156
203.0.140.49,10.0.129.138,6380,80,UDP,9723,653923,4.362387720107657,SYN,1,DoS,2025-11-06 10:35:09.277528,flow_002158
192.168.98.59,8.8.225.26,50999,80,HTTP,294,41128,1.307863069312338,"PSH,ACK",0,Normal,2025-11-06 19:37:38.277530,flow_002159
192.168.86.149,8.8.8.8,54794,53,UDP,10,409,0.01696938117650412,,0,Normal,2025-11-06 12:32:00.277531,flow_002160
192.168.176.144,8.8.4.4,56372,53,UDP,10,260,0.47892705248783835,,0,Normal,2025-11-07 00:33:21.277533,flow_002161
192.168.184.205,8.8.8.4,50646,53,UDP,3,222,0.38907190522374097,,0,Normal,2025-11-06 13:21:35.277534,flow_002162
192.168.1.196,8.8.4.4,60505,53,UDP,5,296,0.11236643561813603,,0,Normal,2025-11-07 02:05:52.277535,flow_002163
192.168.114.113,8.8.4.4,60635,53,UDP,3,310,0.6062788460811702,,0,Normal,2025-11-06 05:05:43.277536,flow_002164
192.168.144.209,8.8.213.175,61262,443,HTTPS,405,19456,23.805942739124053,"PSH,ACK",0,Normal,2025-11-06 12:16:43.277538,flow_002165
192.168.222.223,8.8.170.32,63765,443,HTTPS,258,32534,1.4659708305682002,"PSH,ACK",0,Normal,2025-11-06 19:57:36.277539,flow_002166
192.168.22.151,10.0.7.29,49607,25,TCP,59,15852,24.627491384307806,ACK,0,Normal,2025-11-06 08:51:35.277543,flow_002169
192.168.93.24,8.8.207.75,56901,80,HTTP,320,46156,22.86997872672994,,0,Normal,2025-11-06 10:52:56.277544,flow_002170
192.168.252.193,8.8.77.46,64787,80,TCP,119,43967,26.640027669011182,"PSH,ACK",0,Normal,2025-11-07 02:27:13.277545,flow_002171
192.168.25.23,10.0.238.158,56510,993,TCP,282,3873,59.914044262652894,"PSH,ACK",0,Normal,2025-11-06 12:25:39.277547,flow_002172
192.168.186.222,8.8.8.8,50751,53,UDP,4,280,0.027809637680005748,,0,Normal,2025-11-06 19:49:15.277548,flow_002173
192.168.235.84,10.0.89.214,50313,22,TCP,98,11759,15.439091705070869,"PSH,ACK",0,Normal,2025-11-06 03:18:04.277551,flow_002175
203.0.224.228,10.0.189.20,46249,23,TCP,774,88404,82.25483730013829,ACK,1,Fuzzers,2025-11-06 05:32:00.277552,flow_002176
192.168.103.12,8.8.8.8,53405,53,UDP,7,467,0.838419641716583,,0,Normal,2025-11-06 19:26:27.277553,flow_002177
192.168.21.105,8.8.206.190,63786,443,HTTPS,313,23955,26.104643231261537,"PSH,ACK",0,Normal,2025-11-06 04:52:46.277554,flow_002178
192.168.115.59,10.0.144.131,60290,993,TCP,111,12061,6.283199564131014,"FIN,ACK",0,Normal,2025-11-06 15:02:52.277556,flow_002179
192.168.216.6,8.8.113.76,52046,443,HTTPS,59,43190,14.834066044000503,"PSH,ACK",0,Normal,2025-11-06 04:13:30.277557,flow_002180
192.168.5.38,10.0.21.20,54470,22,TCP,151,8430,23.64460288541451,ACK,0,Normal,2025-11-06 04:03:41.277558,flow_002181
192.168.103.187,10.0.85.141,62744,587,TCP,246,6846,48.46169093447159,"FIN,ACK",0,Normal,2025-11-06 05:25:18.277560,flow_002182
203.0.135.11,10.0.110.193,47761,23,TCP,950,17463,57.28710870647963,"PSH,ACK",1,Fuzzers,2025-11-07 01:02:33.277564,flow_002185
192.168.62.39,10.0.251.194,61268,587,TCP,297,5115,34.20362305823251,"FIN,ACK",0,Normal,2025-11-06 05:19:38.277565,flow_002186
192.168.73.245,8.8.8.4,56051,53,UDP,2,352,0.6892692129032049,,0,Normal,2025-11-06 13:49:29.277566,flow_002187
192.168.147.116,8.8.8.4,54213,53,UDP,10,75,0.6109891851942931,,0,Normal,2025-11-06 22:04:54.277568,flow_002188
203.0.175.95,10.0.176.72,44096,815,TCP,5,107,0.057077532684297605,SYN,1,Reconnaissance,2025-11-06 13:26:29.277570,flow_002190
192.168.150.157,8.8.77.20,62347,443,HTTP,271,26739,10.597911507717958,"PSH,ACK",0,Normal,2025-11-06 18:17:48.277571,flow_002191
192.168.94.116,8.8.4.4,55560,53,UDP,4,415,0.6979922886175149,,0,Normal,2025-11-06 21:45:40.277573,flow_002192
203.0.1.28,10.0.110.8,45477,3306,HTTP,238,68312,0.7843652096989484,"PSH,ACK",1,Exploits,2025-11-06 11:22:20.277574,flow_002193
192.168.226.113,10.0.26.142,63599,25,TCP,241,18225,9.507632149685826,"PSH,ACK",0,Normal,2025-11-06 05:00:29.277575,flow_002194
192.168.80.159,10.0.61.32,52220,25,TCP,249,1973,6.4824445092312075,"PSH,ACK",0,Normal,2025-11-06 14:18:38.277576,flow_002195
192.168.24.190,10.0.136.91,57800,993,TCP,147,8218,42.99549554136196,ACK,0,Normal,2025-11-06 06:13:17.277578,flow_002196
192.168.5.35,8.8.5.237,63914,80,HTTPS,10,33194,23.683765497496754,"PSH,ACK",0,Normal,2025-11-06 07:41:04.277579,flow_002197
192.168.1.251,8.8.4.4,51706,53,UDP,5,506,0.7646820006739266,,0,Normal,2025-11-06 19:06:30.277580,flow_002198
192.168.24.11,8.8.178.98,49194,443,HTTP,459,16653,18.880911265113582,"PSH,ACK",0,Normal,2025-11-06 23:43:30.277582,flow_002199
192.168.24.188,8.8.59.153,56319,443,HTTP,109,25325,15.408512888212814,ACK,0,Normal,2025-11-06 23:15:04.277583,flow_002200
192.168.51.45,8.8.202.176,56332,443,HTTP,182,17962,0.6593707552201484,,0,Normal,2025-11-06 19:58:01.277586,flow_002202
203.0.201.152,10.0.199.5,49002,443,TCP,2014,370069,1.092402225102264,RST,1,DoS,2025-11-06 23:33:44.277587,flow_002203
192.168.136.103,10.0.100.251,51150,587,TCP,166,5431,16.78491161530425,"PSH,ACK",0,Normal,2025-11-06 08:46:08.277588,flow_002204
10.0.200.79,203.0.82.247,64897,4444,TCP,342,18163,10.382754439092755,ACK,1,Backdoor,2025-11-06 19:03:58.277589,flow_002205
192.168.242.252,10.0.125.132,56372,993,TCP,185,9284,38.988075244722125,"FIN,ACK",0,Normal,2025-11-06 17:21:22.277591,flow_002206
192.168.182.141,8.8.8.4,51341,53,UDP,2,188,0.015023632390926786,,0,Normal,2025-11-06 03:23:02.277592,flow_002207
192.168.49.103,10.0.88.214,62479,22,TCP,166,17525,27.35519897172139,ACK,0,Normal,2025-11-07 00:42:54.277593,flow_002208
192.168.221.151,8.8.4.4,61757,53,UDP,10,250,0.3762577693652099,,0,Normal,2025-11-06 21:25:05.277594,flow_002209
192.168.169.249,10.0.248.62,52220,22,TCP,93,3341,2.6593730000569087,"FIN,ACK",0,Normal,2025-11-06 19:10:42.277597,flow_002211
192.168.9.101,8.8.8.4,63624,53,UDP,7,437,0.9082680511754573,,0,Normal,2025-11-06 16:43:51.277598,flow_002212
192.168.177.192,10.0.220.205,57881,25,TCP,56,8224,12.12172514929684,"PSH,ACK",0,Normal,2025-11-06 08:37:10.277600,flow_002213
192.168.110.177,8.8.8.8,57136,53,UDP,5,459,0.6900551949461093,,0,Normal,2025-11-06 21:13:48.277601,flow_002214
192.168.125.234,8.8.98.92,51893,80,TCP,132,46059,5.7178597649073355,ACK,0,Normal,2025-11-06 05:00:47.277604,flow_002217
192.168.90.102,10.0.24.127,64871,587,TCP,35,9194,7.223746267721582,ACK,0,Normal,2025-11-06 11:38:40.277607,flow_002219
192.168.193.236,8.8.66.19,62845,443,HTTPS,287,18625,12.208281668855935,ACK,0,Normal,2025-11-06 19:39:36.277608,flow_002220
203.0.194.12,10.0.161.233,23212,80,UDP,4271,258212,3.3470711226368253,RST,1,DoS,2025-11-06 12:58:57.277611,flow_002222
192.168.51.165,8.8.8.8,59733,53,UDP,2,331,0.4008293158690471,,0,Normal,2025-11-06 17:32:57.277612,flow_002223
192.168.116.3,8.8.203.103,65232,80,HTTP,148,37561,26.57432395905493,"PSH,ACK",0,Normal,2025-11-06 09:18:57.277613,flow_002224
192.168.137.231,8.8.4.8,59600,53,UDP,7,79,0.094741298605316,,0,Normal,2025-11-06 22:21:21.277615,flow_002225
192.168.228.75,8.8.32.160,54845,443,HTTP,224,1760,25.06327272073922,ACK,0,Normal,2025-11-06 15:07:18.277616,flow_002226
192.168.126.15,8.8.8.8,53430,53,UDP,6,360,0.9002250348397464,,0,Normal,2025-11-06 06:50:41.277618,flow_002228
192.168.210.95,8.8.8.4,58236,53,UDP,5,80,0.536418072428109,,0,Normal,2025-11-06 14:29:23.277620,flow_002229
192.168.177.44,8.8.8.8,60043,53,UDP,6,346,0.8563956449566568,,0,Normal,2025-11-07 02:32:05.277621,flow_002230
192.168.58.96,10.0.21.46,54247,587,TCP,240,7747,29.75720981788883,ACK,0,Normal,2025-11-06 09:07:23.277625,flow_002233
192.168.24.178,8.8.196.64,53598,80,HTTPS,479,7040,0.31317625409164407,ACK,0,Normal,2025-11-06 10:50:26.277626,flow_002234
192.168.42.199,10.0.72.176,49889,22,TCP,26,11237,59.01434355835689,"PSH,ACK",0,Normal,2025-11-06 18:36:06.277627,flow_002235
192.168.60.15,10.0.32.138,61863,22,TCP,272,17800,4.32926151455357,ACK,0,Normal,2025-11-06 16:19:07.277630,flow_002237
192.168.202.99,10.0.194.222,54797,587,TCP,230,17223,49.93156988337424,"FIN,ACK",0,Normal,2025-11-06 12:27:15.277634,flow_002240
192.168.181.187,8.8.160.49,49468,443,HTTP,172,38232,24.87071300305189,ACK,0,Normal,2025-11-06 05:02:23.277635,flow_002241
192.168.114.142,8.8.219.88,57350,443,TCP,378,13162,5.627889853554209,,0,Normal,2025-11-06 06:02:57.277636,flow_002242
203.0.24.99,10.0.89.167,59917,1433,HTTPS,172,53242,8.958454184092558,"FIN,ACK",1,Exploits,2025-11-06 14:58:42.277638,flow_002243
192.168.97.227,8.8.8.8,60737,53,UDP,10,455,0.873273380667135,,0,Normal,2025-11-06 17:21:55.277639,flow_002244
192.168.174.95,8.8.72.112,64739,443,HTTP,294,47967,14.813420151492139,"PSH,ACK",0,Normal,2025-11-06 19:24:40.277642,flow_002246
192.168.74.152,8.8.35.121,60116,443,TCP,182,2085,26.42914586919523,,0,Normal,2025-11-06 05:42:23.277643,flow_002247
192.168.86.75,8.8.173.38,59417,80,HTTPS,315,26787,5.130680436434503,ACK,0,Normal,2025-11-06 13:30:45.277644,flow_002248
192.168.95.234,8.8.4.4,53195,53,UDP,3,113,0.5467644026762394,,0,Normal,2025-11-06 20:22:13.277646,flow_002249
192.168.187.214,8.8.74.63,49240,80,TCP,15,26658,21.231254254759527,ACK,0,Normal,2025-11-06 08:13:41.277648,flow_002251
203.0.243.76,10.0.206.30,52173,3389,TCP,846,82068,233.34690118871103,ACK,1,Fuzzers,2025-11-06 04:36:47.277650,flow_002253
192.168.224.14,8.8.8.4,57448,53,UDP,10,257,0.4813873038635853,,0,Normal,2025-11-06 22:02:13.277653,flow_002255
192.168.231.202,10.0.79.100,61015,587,TCP,227,14362,51.922534993471565,"FIN,ACK",0,Normal,2025-11-06 03:16:49.277655,flow_002256
192.168.159.11,10.0.24.63,56581,993,TCP,204,15774,25.526341137129236,"PSH,ACK",0,Normal,2025-11-06 09:37:15.277656,flow_002257
192.168.139.144,10.0.217.89,58587,587,TCP,115,16030,11.536902573024575,"FIN,ACK",0,Normal,2025-11-06 19:22:06.277657,flow_002258
192.168.214.97,10.0.176.99,64329,25,TCP,269,12207,23.684503430033214,ACK,0,Normal,2025-11-06 20:13:04.277658,flow_002259
192.168.135.155,8.8.4.8,53205,53,UDP,3,358,0.25473895401830526,,0,Normal,2025-11-06 08:55:05.277660,flow_002260
203.0.188.183,10.0.220.34,34942,443,ICMP,5226,286705,4.66671908982042,RST,1,DoS,2025-11-06 12:01:46.277661,flow_002261
192.168.107.166,8.8.4.8,55439,53,UDP,6,69,0.6365705823084092,,0,Normal,2025-11-06 23:42:19.277662,flow_002262
192.168.189.31,8.8.8.4,52026,53,UDP,8,460,0.18776490488254732,,0,Normal,2025-11-07 01:09:02.277663,flow_002263
192.168.206.16,8.8.79.48,61605,80,HTTPS,246,7822,14.026822363460756,ACK,0,Normal,2025-11-06 18:34:52.277665,flow_002264
192.168.114.234,8.8.118.232,51155,80,HTTPS,372,14388,11.296730274913873,"PSH,ACK",0,Normal,2025-11-07 02:44:58.277666,flow_002265
192.168.89.145,8.8.4.8,58579,53,UDP,10,482,0.8035418780476291,,0,Normal,2025-11-06 21:09:03.277667,flow_002266
192.168.85.197,10.0.42.236,57312,25,TCP,35,8725,23.013450147960615,"FIN,ACK",0,Normal,2025-11-06 16:08:17.277670,flow_002268
192.168.72.253,8.8.8.8,52414,53,UDP,2,307,0.4979091085016602,,0,Normal,2025-11-06 14:24:45.277671,flow_002269
192.168.226.146,8.8.68.1,55179,80,HTTPS,468,20507,8.20368977941732,ACK,0,Normal,2025-11-07 02:46:03.277675,flow_002272
192.168.96.73,8.8.104.9,51871,80,TCP,264,7410,11.720822428141172,ACK,0,Normal,2025-11-07 02:26:01.277677,flow_002273
192.168.198.18,10.0.52.176,52397,993,TCP,116,16959,8.489981568952032,"FIN,ACK",0,Normal,2025-11-06 16:11:33.277679,flow_002274
192.168.149.44,8.8.228.148,54390,443,TCP,273,31861,0.6449612777553999,"PSH,ACK",0,Normal,2025-11-06 21:33:45.277680,flow_002275
192.168.145.84,8.8.4.4,55242,53,UDP,9,179,0.2521298391404537,,0,Normal,2025-11-07 02:01:58.277682,flow_002276
192.168.3.116,10.0.65.210,52914,25,TCP,81,10893,2.404602608848916,"FIN,ACK",0,Normal,2025-11-06 19:39:54.277683,flow_002277
192.168.104.247,8.8.16.137,52900,443,TCP,470,10169,12.341954856259372,,0,Normal,2025-11-06 07:10:12.277684,flow_002278
192.168.162.245,8.8.63.128,64684,443,HTTPS,247,19534,6.439625001948868,,0,Normal,2025-11-06 07:34:46.277685,flow_002279
192.168.8.84,8.8.191.23,63264,443,HTTPS,178,6473,21.04464991239331,,0,Normal,2025-11-06 05:40:21.277687,flow_002280
192.168.79.133,8.8.230.201,51063,443,HTTP,12,48157,1.7134628810775814,,0,Normal,2025-11-06 20:24:51.277688,flow_002281
192.168.170.81,8.8.93.162,62686,80,HTTP,409,43634,1.5917282260325727,ACK,0,Normal,2025-11-06 23:20:21.277689,flow_002282
192.168.252.66,8.8.8.8,63392,53,UDP,6,478,0.6919293471797057,,0,Normal,2025-11-06 11:56:18.277691,flow_002283
192.168.140.130,10.0.138.191,58829,22,TCP,49,18641,56.076396313045244,"FIN,ACK",0,Normal,2025-11-06 03:00:20.277692,flow_002284
192.168.229.203,8.8.90.108,52539,80,HTTPS,97,18904,5.89402176223118,,0,Normal,2025-11-06 18:35:13.277693,flow_002285
192.168.151.19,8.8.4.4,61316,53,UDP,5,462,0.03694938870088254,,0,Normal,2025-11-06 09:14:06.277694,flow_002286
192.168.217.148,8.8.20.57,59275,443,HTTP,201,40638,23.383518637350637,,0,Normal,2025-11-06 20:25:15.277696,flow_002287
192.168.207.254,8.8.12.219,50073,443,TCP,321,21715,24.317475343830424,ACK,0,Normal,2025-11-06 06:58:54.277698,flow_002289
192.168.160.92,10.0.232.131,52701,587,TCP,235,10231,4.7467162352400125,"FIN,ACK",0,Normal,2025-11-07 02:02:54.277700,flow_002291
192.168.228.36,8.8.114.142,54643,80,TCP,395,20119,23.102171996180587,ACK,0,Normal,2025-11-07 00:14:24.277702,flow_002292
192.168.253.2,8.8.8.8,56889,53,UDP,4,358,0.8330967236789739,,0,Normal,2025-11-06 03:34:56.277703,flow_002293
192.168.247.173,10.0.116.248,57110,587,TCP,224,1017,19.992148575444787,ACK,0,Normal,2025-11-06 17:01:17.277704,flow_002294
203.0.213.243,10.0.161.152,42956,22,TCP,495,38871,298.06895925168266,"PSH,ACK",1,Fuzzers,2025-11-06 20:31:32.277705,flow_002295
192.168.142.67,8.8.8.8,58244,53,UDP,2,203,0.23962003605900378,,0,Normal,2025-11-06 12:26:43.277707,flow_002296
192.168.145.14,8.8.103.105,61672,80,HTTP,470,45650,12.175756068437499,ACK,0,Normal,2025-11-06 11:07:09.277708,flow_002297
192.168.221.26,10.0.56.133,61178,22,TCP,219,13927,39.232526132402256,ACK,0,Normal,2025-11-07 02:40:01.277709,flow_002298
192.168.10.104,10.0.38.102,56419,25,TCP,46,13054,30.23160696031264,ACK,0,Normal,2025-11-06 12:14:02.277711,flow_002299
192.168.177.54,8.8.4.8,53579,53,UDP,10,189,0.06682658865490813,,0,Normal,2025-11-06 20:23:50.277712,flow_002300
10.0.136.201,203.0.179.133,55420,6666,TCP,408,42983,23.484298888468356,ACK,1,Backdoor,2025-11-06 09:59:40.277714,flow_002302
203.0.219.85,10.0.224.33,46854,960,TCP,9,82,0.08397885206141674,SYN,1,Reconnaissance,2025-11-06 14:05:30.277717,flow_002304
192.168.84.197,8.8.4.4,58367,53,UDP,10,247,0.14470743575363873,,0,Normal,2025-11-06 16:55:38.277718,flow_002305
192.168.2.119,10.0.89.233,59773,22,TCP,205,8952,52.21918057825848,ACK,0,Normal,2025-11-06 05:00:57.277719,flow_002306
192.168.41.197,8.8.122.227,56735,80,HTTP,278,10755,15.940773195118537,"PSH,ACK",0,Normal,2025-11-06 19:14:29.277721,flow_002307
192.168.58.124,8.8.8.4,60011,53,UDP,7,270,0.436066531917525,,0,Normal,2025-11-06 14:37:26.277722,flow_002308
203.0.200.110,10.0.91.56,46183,206,TCP,8,88,0.06811106296780209,SYN,1,Reconnaissance,2025-11-06 08:02:08.277723,flow_002309
192.168.249.146,8.8.137.88,57540,443,TCP,384,44674,7.6857760501572985,"PSH,ACK",0,Normal,2025-11-06 14:07:45.277726,flow_002311
203.0.177.83,10.0.195.149,30402,443,ICMP,3205,383378,1.7272486242737686,"SYN,ACK",1,DoS,2025-11-06 13:29:13.277727,flow_002312
192.168.4.167,10.0.84.7,53646,22,TCP,51,8627,14.204396006272091,"PSH,ACK",0,Normal,2025-11-06 18:15:32.277728,flow_002313
192.168.16.17,10.0.57.94,58235,25,TCP,149,4850,44.188766141306786,"PSH,ACK",0,Normal,2025-11-06 07:29:22.277730,flow_002314
192.168.25.56,8.8.4.4,56738,53,UDP,4,349,0.6110342973551307,,0,Normal,2025-11-06 20:49:12.277731,flow_002315
192.168.162.253,10.0.7.38,55343,993,TCP,173,15881,10.417578935671326,"FIN,ACK",0,Normal,2025-11-06 04:36:27.277734,flow_002317
192.168.184.144,8.8.8.4,55011,53,UDP,7,177,0.7473707554891422,,0,Normal,2025-11-06 18:29:21.277737,flow_002320
192.168.70.21,8.8.69.7,51082,80,TCP,447,18592,15.523788026865471,ACK,0,Normal,2025-11-06 21:21:18.277739,flow_002321
192.168.235.153,8.8.141.95,64295,80,TCP,114,47109,9.310617653126172,"PSH,ACK",0,Normal,2025-11-07 00:34:27.277740,flow_002322
192.168.31.214,10.0.44.55,57287,22,TCP,38,17447,26.65829495915538,"PSH,ACK",0,Normal,2025-11-07 00:56:47.277741,flow_002323
192.168.109.18,8.8.4.8,52749,53,UDP,6,313,0.9724154196746307,,0,Normal,2025-11-06 10:02:13.277742,flow_002324
192.168.124.17,8.8.4.4,56757,53,UDP,6,360,0.5017834313076723,,0,Normal,2025-11-06 07:37:13.277745,flow_002326
192.168.46.76,10.0.83.129,62760,25,TCP,60,14101,34.460680605682214,"FIN,ACK",0,Normal,2025-11-06 19:40:12.277746,flow_002327
192.168.231.173,8.8.8.4,53934,53,UDP,3,147,0.7002228906698832,,0,Normal,2025-11-06 22:20:22.277749,flow_002329
192.168.192.15,10.0.215.166,60220,993,TCP,171,12626,12.52698945930445,"PSH,ACK",0,Normal,2025-11-06 13:19:21.277750,flow_002330
203.0.120.247,10.0.53.12,43784,443,TCP,99,82680,6.214605351974515,ACK,1,Exploits,2025-11-06 14:12:59.277752,flow_002331
192.168.192.39,10.0.35.2,52906,587,TCP,194,12888,45.015188705187455,"PSH,ACK",0,Normal,2025-11-06 16:04:08.277753,flow_002332
192.168.146.82,8.8.224.149,64695,80,TCP,429,40448,5.745455360900222,,0,Normal,2025-11-06 21:06:40.277756,flow_002334
203.0.215.14,10.0.155.180,41998,1013,TCP,2,160,0.08200163165118651,RST,1,Reconnaissance,2025-11-06 17:29:04.277758,flow_002336
192.168.111.17,8.8.8.8,57240,53,UDP,9,337,0.13939603479396476,,0,Normal,2025-11-06 04:11:27.277761,flow_002338
192.168.149.193,8.8.79.137,56423,443,HTTPS,78,28174,16.422782854451462,,0,Normal,2025-11-06 08:02:22.277762,flow_002339
192.168.158.20,8.8.4.4,59303,53,UDP,2,339,0.25953409670407396,,0,Normal,2025-11-06 07:02:10.277765,flow_002341
203.0.12.30,10.0.35.104,41311,281,TCP,8,188,0.03101339417494178,RST,1,Reconnaissance,2025-11-07 00:11:57.277767,flow_002343
192.168.208.61,10.0.254.31,62003,25,TCP,122,19950,8.933235288469039,"FIN,ACK",0,Normal,2025-11-06 12:36:27.277770,flow_002345
192.168.204.156,8.8.112.5,62081,80,HTTP,211,38997,23.68521709604282,"PSH,ACK",0,Normal,2025-11-06 09:29:32.277771,flow_002346
192.168.44.179,10.0.1.49,54039,587,TCP,22,8422,17.776713428634228,"FIN,ACK",0,Normal,2025-11-06 21:12:34.277775,flow_002349
192.168.204.252,8.8.4.4,65389,53,UDP,3,133,0.10399347105782039,,0,Normal,2025-11-06 23:35:25.277777,flow_002350
192.168.81.250,10.0.156.43,51216,993,TCP,77,11279,52.11151473728945,"FIN,ACK",0,Normal,2025-11-06 14:06:30.277779,flow_002352
192.168.157.28,8.8.192.185,57480,443,TCP,471,18233,1.1309813196954854,ACK,0,Normal,2025-11-06 23:37:13.277780,flow_002353
203.0.48.245,10.0.132.93,9625,80,ICMP,5261,150660,3.8044878665057165,"SYN,ACK",1,DoS,2025-11-06 09:52:48.277782,flow_002354
192.168.218.77,8.8.4.4,61254,53,UDP,9,473,0.22621462132986792,,0,Normal,2025-11-06 05:14:04.277783,flow_002355
192.168.61.206,10.0.224.45,63861,993,TCP,69,3315,12.437553101137963,"FIN,ACK",0,Normal,2025-11-06 07:31:32.277784,flow_002356
192.168.78.53,8.8.118.119,51429,443,HTTP,241,17737,25.70074022971879,,0,Normal,2025-11-07 01:33:20.277786,flow_002358
192.168.42.197,8.8.4.4,59821,53,UDP,2,469,0.13027989188204459,,0,Normal,2025-11-06 14:28:18.277788,flow_002359
192.168.105.206,10.0.201.139,61951,587,TCP,187,5062,9.416624691105254,ACK,0,Normal,2025-11-06 22:18:56.277789,flow_002360
192.168.98.74,8.8.8.8,56324,53,UDP,8,148,0.10556981858138961,,0,Normal,2025-11-06 22:16:41.277790,flow_002361
192.168.156.190,10.0.224.15,54987,25,TCP,297,12216,56.5727843270827,"FIN,ACK",0,Normal,2025-11-06 11:19:20.277792,flow_002362
192.168.121.174,8.8.8.4,57242,53,UDP,9,123,0.27767841181980735,,0,Normal,2025-11-06 21:25:02.277793,flow_002363
203.0.72.136,10.0.56.34,20427,443,ICMP,3612,923826,1.1743102290712015,SYN,1,DoS,2025-11-06 13:29:11.277794,flow_002364
192.168.122.213,10.0.204.7,57748,587,TCP,175,1724,23.68023431199757,"PSH,ACK",0,Normal,2025-11-06 03:58:29.277796,flow_002365
192.168.140.1,8.8.220.185,53202,80,HTTPS,10,26639,2.1565723694123493,ACK,0,Normal,2025-11-06 05:24:53.277798,flow_002367
192.168.219.246,10.0.82.37,51831,25,TCP,25,18702,1.039561889948391,"PSH,ACK",0,Normal,2025-11-06 05:37:43.277799,flow_002368
192.168.167.207,8.8.4.4,50973,53,UDP,10,70,0.8452873518029302,,0,Normal,2025-11-06 19:41:16.277801,flow_002369
192.168.63.101,8.8.4.8,56776,53,UDP,10,483,0.5746463654495776,,0,Normal,2025-11-06 03:37:49.277802,flow_002370
192.168.135.12,8.8.8.8,56236,53,UDP,9,297,0.4851465370643583,,0,Normal,2025-11-06 10:41:01.277803,flow_002371
192.168.212.202,10.0.54.219,53945,22,TCP,38,7975,11.768400603043192,ACK,0,Normal,2025-11-06 09:38:54.277806,flow_002373
192.168.112.123,8.8.169.186,61654,443,HTTP,57,15752,7.220471784620047,"PSH,ACK",0,Normal,2025-11-06 19:54:44.277807,flow_002374
192.168.192.74,8.8.118.97,50695,80,HTTPS,123,49897,27.338173871995988,"PSH,ACK",0,Normal,2025-11-06 08:18:38.277808,flow_002375
192.168.29.224,10.0.64.35,51400,22,TCP,191,9897,24.156208662603206,ACK,0,Normal,2025-11-06 19:20:22.277810,flow_002376
192.168.21.229,8.8.146.82,57590,80,HTTPS,385,993,28.888225474078194,,0,Normal,2025-11-06 08:13:43.277811,flow_002377
192.168.128.73,10.0.3.216,65406,587,TCP,79,7778,23.405333188639467,"PSH,ACK",0,Normal,2025-11-06 11:08:22.277813,flow_002378
192.168.53.194,8.8.167.161,64030,80,HTTP,124,39672,0.5909027460736569,,0,Normal,2025-11-06 07:19:15.277814,flow_002379
192.168.242.84,8.8.172.162,63910,80,HTTPS,276,43298,26.64622488823673,,0,Normal,2025-11-07 00:00:51.277817,flow_002381
192.168.8.222,8.8.181.28,57498,443,HTTP,204,27302,3.1557439002113807,"PSH,ACK",0,Normal,2025-11-06 05:20:57.277818,flow_002382
192.168.199.228,8.8.36.135,63265,443,HTTP,330,23470,7.393358402314772,ACK,0,Normal,2025-11-06 08:18:59.277819,flow_002383
192.168.82.158,10.0.7.138,64536,993,TCP,238,17885,19.34043800924264,ACK,0,Normal,2025-11-06 10:50:27.277820,flow_002384
203.0.206.200,10.0.25.63,49631,543,TCP,7,74,0.04045190020453911,RST,1,Reconnaissance,2025-11-06 08:18:49.277822,flow_002385
192.168.121.154,8.8.36.252,56471,443,HTTP,159,29594,18.627914532617137,ACK,0,Normal,2025-11-06 15:49:15.277823,flow_002386
192.168.222.152,10.0.117.111,57654,993,TCP,180,15972,6.50857064870474,"PSH,ACK",0,Normal,2025-11-06 10:21:02.277824,flow_002387
192.168.22.118,8.8.203.200,59882,443,HTTP,344,44217,11.51417691730893,,0,Normal,2025-11-06 12:28:26.277833,flow_002393
192.168.245.13,8.8.253.148,62584,80,TCP,320,49204,14.8479417951507,,0,Normal,2025-11-07 00:35:35.277834,flow_002394
